match_id,year,stage,home_team,away_team,home_score,away_score,t1_xg,t2_xg,t1_xga,t2_xga,t1_pos,t2_pos,t1_ppda,t2_ppda,t1_press,t2_press,t1_xg_per_shot,t2_xg_per_shot,result,xG_diff,xGA_diff,pos_diff,ppda_diff,press_diff,xg_quality_diff
3869552,2022,Semi-finals,France,Morocco,2,0,2.002449116,1.23036399,1.23036399,2.002449116,41.6784004505773,58.3215995494227,2.6739130434782608,2.9097744360902253,190,118,0.14303207971428572,0.09464338384615385,1,0.7720851260000001,0.7720851260000001,-16.6431990988454,0.2358613926119646,72,0.04838869586813187
3869253,2022,Round of 16,Brazil,South Korea,4,1,3.2614240970000004,0.34482727739999997,0.34482727739999997,3.2614240970000004,52.00197726149284,47.99802273850717,4.3700787401574805,2.9403669724770642,103,175,0.18119022761111114,0.043103409674999996,1,2.9165968196000005,2.9165968196000005,4.003954522985673,-1.4297117676804163,-72,0.13808681793611116
3869152,2022,Round of 16,France,Poland,3,1,1.1263744930000001,1.593527124,1.593527124,1.1263744930000001,54.007739082365944,45.992260917634056,3.2533333333333334,4.118055555555555,117,120,0.07039840581250001,0.132793927,1,-0.4671526309999998,-0.4671526309999998,8.015478164731888,0.864722222222222,-3,-0.0623955211875
3869117,2022,Round of 16,Netherlands,United States,3,1,1.481948115,1.652097544,1.652097544,1.481948115,42.15522054718034,57.84477945281965,3.452513966480447,3.251851851851852,138,103,0.1347225559090909,0.09178319688888889,1,-0.17014942900000007,-0.17014942900000007,-15.68955890563931,-0.20066211462859496,35,0.04293935902020202
3857270,2022,Group Stage,Portugal,Uruguay,2,0,1.2137340055999999,1.216681074,1.216681074,1.2137340055999999,59.28509154315606,40.71490845684394,3.8086956521739133,3.888198757763975,86,125,0.08091560037333333,0.11060737036363637,1,-0.0029470684000001413,-0.0029470684000001413,18.570183086312113,0.0795031055900619,-39,-0.02969176999030304
3857283,2022,Group Stage,Belgium,Morocco,0,2,0.642612082,0.99110855,0.99110855,0.642612082,62.40331491712708,37.59668508287292,3.0982142857142856,3.605128205128205,107,161,0.0642612082,0.099110855,0,-0.348496468,-0.348496468,24.806629834254153,0.5069139194139196,-54,-0.034849646799999995
3857286,2022,Group Stage,Qatar,Ecuador,0,2,0.30418895050000005,1.1540112984,1.1540112984,0.30418895050000005,47.953925431949074,52.046074568050926,4.51304347826087,2.871165644171779,99,134,0.06083779010000001,0.19233521639999998,0,-0.8498223478999999,-0.8498223478999999,-4.0921491361018525,-1.6418778340890907,-35,-0.13149742629999997
3857300,2022,Group Stage,Argentina,Saudi Arabia,1,2,2.491633446,0.153461642,0.153461642,2.491633446,63.92310003003905,36.07689996996095,2.0875912408759123,3.6914285714285713,107,141,0.16610889639999998,0.05115388066666667,0,2.338171804,2.338171804,27.846200060078104,1.603837330552659,-34,0.1149550157333333
3857299,2022,Group Stage,South Korea,Ghana,2,3,1.3677928149999996,1.1805358279999998,1.1805358279999998,1.3677928149999996,60.01195457262403,39.98804542737597,2.328767123287671,3.6666666666666665,126,126,0.06513299119047618,0.1686479754285714,0,0.18725698699999982,0.18725698699999982,20.023909145248055,1.3378995433789953,0,-0.10351498423809523
3857293,2022,Group Stage,Ghana,Uruguay,0,2,1.3926941409999998,1.6365584506000002,1.6365584506000002,1.3926941409999998,51.95994277539342,48.04005722460658,2.6497175141242937,2.738888888888889,146,147,0.15474379344444442,0.13637987088333334,0,-0.24386430960000038,-0.24386430960000038,3.9198855507868444,0.08917137476459525,-1,0.01836392256111108
3857291,2022,Group Stage,Spain,Costa Rica,7,0,2.761923473,0.0,0.0,2.761923473,77.59135830843485,22.40864169156516,2.4752475247524752,6.123595505617978,80,149,0.16246608664705883,0.0,1,2.761923473,2.761923473,55.18271661686969,3.6483479808655024,-69,0.16246608664705883
3857281,2022,Group Stage,Croatia,Canada,4,1,2.6102110830000003,0.286795181,0.286795181,2.6102110830000003,49.006444683136415,50.99355531686359,2.658291457286432,3.1296296296296298,166,133,0.20078546792307694,0.035849397625,1,2.3234159020000003,2.3234159020000003,-1.987110633727177,0.47133817234319775,33,0.16493607029807694
3857280,2022,Group Stage,Cameroon,Brazil,1,0,0.38336075199999997,2.378218864,2.378218864,0.38336075199999997,38.64807517429524,61.351924825704764,3.5508982035928143,2.280821917808219,140,132,0.05476582171428571,0.11324851733333333,1,-1.994858112,-1.994858112,-22.70384965140952,-1.270076285784595,8,-0.05848269561904761
3857279,2022,Group Stage,France,Australia,4,1,3.170495788,0.32329254,0.32329254,3.170495788,59.5003785011355,40.4996214988645,4.4392523364485985,5.45,83,105,0.13784764295652174,0.080823135,1,2.847203248,2.847203248,19.000757002271,1.0107476635514017,-22,0.05702450795652174
3857262,2022,Group Stage,South Korea,Portugal,2,1,1.398982474,0.973722266,0.973722266,1.398982474,40.349319123741864,59.65068087625814,4.619402985074627,3.730769230769231,111,83,0.11658187283333334,0.07490171276923077,1,0.4252602080000001,0.4252602080000001,-19.30136175251628,-0.8886337543053964,28,0.041680160064102564
